time,x,y,z,qx,qy,qz,qw
1780364405.3824131,7.426224712950073,-3.253696566108539,0.0,0.0,0.0,0.9490187531819712,-0.3152196156791911
1780364405.5096178,7.407508953369878,-3.2781942211475514,0.0,0.0,0.0,0.9493408954253653,-0.31424809350728894
1780364405.627965,7.387456344294774,-3.304441721371897,0.0,0.0,0.0,0.9496849443266561,-0.3132068110997528
1780364405.744388,7.367849369354726,-3.330105917114966,0.0,0.0,0.0,0.9500202430081187,-0.3121883051537885
1780364405.8818362,7.34835376316514,-3.355624338857458,0.0,0.0,0.0,0.9524583286197971,-0.30466888952235127
1780364406.0158038,7.327410407668249,-3.3817750379554807,0.0,0.0,0.0,0.9578740827234118,-0.28718851238652027
1780364406.2552624,7.310142694579112,-3.4030180586912384,0.0,0.0,0.0,0.9534053868558426,-0.3016921747647112
1780364406.4056542,7.292874981489974,-3.4242610794269948,0.0,0.0,0.0,0.957934441205217,-0.2869871187925492
1780364406.5957944,7.275505075607464,-3.4456298193264034,0.0,0.0,0.0,0.9608271378310429,-0.2771483559529196
1780364406.7274683,7.25629601547513,-3.4692611169484264,0.0,0.0,0.0,0.9615681363144171,-0.27456642042467333
1780364406.8836956,7.239548403468844,-3.489586975072624,0.0,0.0,0.0,0.9594869408247846,-0.28175310182267094
1780364407.025884,7.226853195039434,-3.503167086183137,0.0,0.0,0.0,0.9650768367944437,-0.26196698090185083
1780364407.2640073,7.213406773306692,-3.517550772579897,0.0,0.0,0.0,0.9620496699358618,-0.27287438974058986
1780364407.3867488,7.200486204427844,-3.5313719527265195,0.0,0.0,0.0,0.9620496699358618,-0.27287438974058986
1780364407.5114849,7.185462277486962,-3.54744310277861,0.0,0.0,0.0,0.9659094099901833,-0.2588803037938885
1780364407.6511064,7.172691937001927,-3.561103582992914,0.0,0.0,0.0,0.9663715785159637,-0.2571497078290476
1780364407.8014143,7.159844637358772,-3.5740837614872203,0.0,0.0,0.0,0.9726309408009731,-0.23235544537758043
1780364407.9269161,7.146845154444981,-3.5864187159984167,0.0,0.0,0.0,0.9747773288686311,-0.22317965660816097
